CODICE_SCUOLA;denominazione;tipoDiIstruzione;CODICE_ISTITUTO;denominazioneIstituto;indirizzo;comune;provincia;cap;email;telefono;latitudine;longitudine;scuolaStatale;scuolaParitaria
RMMM8FR013;SC. SEC. I GRADO I.C. VIA CILEA;MM;RMIC8FR002;FRANCESCO CILEA;VIA CILEA, 269;ROMA;ROMA;00124;RMIC8FR002@istruzione.it;0650913962;41.74921;12.37474;1;0
RMMM8FQ017;SC. SEC.1 GR. I.C. TULLIA ZEVI;MM;RMIC8FQ006;IC TULLIA ZEVI;LARGO THEODOR HERZL 51;ROMA;ROMA;00124;RMIC8FQ006@istruzione.it;065098250;41.75536;12.36057;1;0
RM1M11200L;SCHOLA PUERORUM;MM;RM1M11200L;SCHOLA PUERORUM;V.MONTE DELLA FARINA 64;ROMA;ROMA;00186;;066868553      ;41.89596;12.47489;0;1
RMMM839017;SCHWEITZER;MM;RMIC839006;IC   VIA G. MESSINA;VIA GIUSEPPE MESSINA 31;ROMA;ROMA;00173;RMIC839006@istruzione.it;067210164;41.86018;12.57537;1;0
RM1M09800G;SCUOLA MEDIA ANNIBALE MARIA DI FRANCIA;MM;RM1M09800G;SCUOLA MEDIA ANNIBALE MARIA DI FRANCIA;CIRC.NE APPIA 146;ROMA;ROMA;00179;SCUOLAPARDIFRANCIA@TISCALI.IT;06  7824147    ;41.88271;12.51274;0;1
RM1M11800G;SCUOLA MEDIA ASISIUM;MM;RM1M11800G;SCUOLA MEDIA ASISIUM;V.GROTTAROSSA 301;ROMA;ROMA;00189;segreteria@asisium.it;0633247961     ;41.97437;12.44997;0;1
RM1M08300T;SCUOLA MEDIA CABRINI;MM;RM1M08300T;SCUOLA MEDIA CABRINI;V.ANAGNI 1;ROMA;ROMA;00171;sfscabrini_roma@yahoo.it;06  2596324    ;41.89001;12.55568;0;1
RM1M029005;SCUOLA MEDIA CARDINAL BARBARIGO;MM;RM1M029005;SCUOLA MEDIA CARDINAL BARBARIGO;V.TREVIGNANO ROMANO 12;ROMA;ROMA;00135;;0630810764     ;41.9649;12.40616;0;1
RM1M04700P;SCUOLA MEDIA CATERINA DI S. ROSA;MM;RM1M04700P;SCUOLA MEDIA CATERINA DI S. ROSA;V.DELLE SETTE CHIESE 243;ROMA;ROMA;00147;;065110343      ;41.85961;12.50152;0;1
RM1M07800A;SCUOLA MEDIA CENTURIONE BRACELLI VIRGINIA;MM;RM1M07800A;SCUOLA MEDIA CENTURIONE BRACELLI VIRGINIA;V.MATTIA BATTISTINI 256;ROMA;ROMA;00167;SEGRETERIA@SCUOLABRACELLI.IT;066278759      ;41.91751;12.41841;0;1
RM1M149007;SCUOLA MEDIA CRISTO RE;MM;RM1M149007;SCUOLA MEDIA CRISTO RE;VIA ACHERUSIO 71;ROMA;ROMA;00199;gianni.garrera@istituto-cristore.it;0686207503     ;41.92705;12.51404;0;1
RM1M03900Q;SCUOLA MEDIA DIVINA PROVVIDENZA;MM;RM1M03900Q;SCUOLA MEDIA DIVINA PROVVIDENZA;V.M.BARTOLI 255;ROMA;ROMA;00143;SEGRETERIA@SCUOLADIVINAPROVVIDENZA.IT;065012451      ;41.81938;12.49455;0;1
RM1M02100E;SCUOLA MEDIA FAA' DI BRUNO;MM;RM1M02100E;SCUOLA MEDIA FAA' DI BRUNO;P.ZZA REGINA PACIS, 13;ROMA;ROMA;00122;vpallotti@tiscali.it;065623247      ;41.73146;12.2812;0;1
RM1M04600V;SCUOLA MEDIA FALLETTI DI BAROLO;MM;RM1M04600V;SCUOLA MEDIA FALLETTI DI BAROLO;V.LE MARCONI 700;ROMA;ROMA;00146;SEGR.DIDATTICA@SANTANNAFALLETTI.IT;065401257      ;41.84648;12.47564;0;1
RM1M110001;SCUOLA MEDIA FIGLIE DI N.S. AL MONTE CALVARIO;MM;RM1M110001;SCUOLA MEDIA FIGLIE DI N.S. AL MONTE CALVARIO;V.S.QUINTINO 4;ROMA;ROMA;00185;ismocalv@libero.it;0670494521     ;41.89011;12.50814;0;1
RM1M08400N;SCUOLA MEDIA FILIPPO SMALDONE;MM;RM1M08400N;SCUOLA MEDIA FILIPPO SMALDONE;V.TOR DE'SCHIAVI 404;ROMA;ROMA;00171;SEGRETERIA@SCUOLAFILIPPOSMALDONEROMA.IT;062594079      ;41.894;12.55958;0;1
RM1M11900B;SCUOLA MEDIA GESU' E MARIA;MM;RM1M11900B;SCUOLA MEDIA GESU' E MARIA;V.FLAMINIA 631;ROMA;ROMA;00191;SEGR.SECONDARIA@SCUOLAGESUMARIA.IT;063337212      ;41.94509;12.47254;0;1
RM1M101006;SCUOLA MEDIA GIANELLI;MM;RM1M101006;SCUOLA MEDIA GIANELLI;V.MIRANDOLA 15;ROMA;ROMA;00182;PRESIDENZA.GIANELLI@GMAIL.COM;067013989      ;41.88228;12.52432;0;1
RM1M04200G;SCUOLA MEDIA HIGHLANDS INSTITUTE ;MM;RM1M04200G;SCUOLA MEDIA HIGHLANDS INSTITUTE ;V.LE DELLA SCULTURA 15;ROMA;ROMA;00144;;06902271       ;41.83118;12.47869;0;1
RM1M108001;SCUOLA MEDIA IST. S. MARIA;MM;RM1M108001;SCUOLA MEDIA IST. S. MARIA;V.LE MANZONI 5;ROMA;ROMA;00185;segreteria@istitutosantamaria.com;06  70033899   ;41.88978;12.50485;0;1
RM1M024002;SCUOLA MEDIA IST. S. PAOLO;MM;RM1M024002;SCUOLA MEDIA IST. S. PAOLO;V.CASILINA 1606 (TORRE-GAIA);ROMA;ROMA;00133;ISTPAOLO@TISCALINET.IT;06  2053751    ;41.86361;12.63741;0;1
RM1M02600N;SCUOLA MEDIA IST.S. GIUSEPPE CALASANZIO;MM;RM1M02600N;SCUOLA MEDIA IST.S. GIUSEPPE CALASANZIO;V.CORTINA D'AMPEZZO 256;ROMA;ROMA;00135;SEGRETERIA@CALASANZIO-ROMA.IT;06  3052856    ;41.94275;12.43886;0;1
RM1M03400L;SCUOLA MEDIA IST.SUORE ORSOLINE DI SOMASCA;MM;RM1M03400L;SCUOLA MEDIA IST.SUORE ORSOLINE DI SOMASCA;V.GRAN PARADISO 31;ROMA;ROMA;00139;SECONDARIA@SCUOLACITTADINIROMA.IT;068181270      ;41.94821;12.528;0;1
RM1M06300L;SCUOLA MEDIA MADONNA DELLA NEVE;MM;RM1M06300L;SCUOLA MEDIA MADONNA DELLA NEVE;V.TOR SAPIENZA 36;ROMA;ROMA;00155;SCUOLAMNEVE@GMAIL.COM;062280168      ;41.90256;12.59011;0;1
RM1M08500D;SCUOLA MEDIA MARIA IMMACOLATA;MM;RM1M08500D;SCUOLA MEDIA MARIA IMMACOLATA;V.TOR DE'SCHIAVI 150;ROMA;ROMA;00172;ulf22@katamail.com;062417200      ;41.88167;12.56357;0;1
RM1M04000X;SCUOLA MEDIA MASSIMILIANO MASSIMO;MM;RM1M04000X;SCUOLA MEDIA MASSIMILIANO MASSIMO;V.M.MASSIMO 7;ROMA;ROMA;00144;SEGRETERIA@ISTITUTOMASSIMO.COM;06  543961     ;41.83009;12.45824;0;1
RM1M04900A;SCUOLA MEDIA MASTAI;MM;RM1M04900A;SCUOLA MEDIA MASTAI;V.DELL'IMBRECCIATO 181;ROMA;ROMA;00149;segreteria@collelasalle.it;0620976431     ;41.84693;12.44749;0;1
RM1M05000E;SCUOLA MEDIA MATER CARMELI;MM;RM1M05000E;SCUOLA MEDIA MATER CARMELI;V.A.BENNICELLI 69/71;ROMA;ROMA;00151;;065370456      ;41.87524;12.44264;0;1
RM1M082002;SCUOLA MEDIA NOSTRA SIGNORA DEL SUFFRAGIO;MM;RM1M082002;SCUOLA MEDIA NOSTRA SIGNORA DEL SUFFRAGIO;V.DEI COLOMBI 47;ROMA;ROMA;00169;SCUOLE.ROMA@FAADIBRUNO.IT;06260333       ;41.86922;12.5929;0;1
RM1M036008;SCUOLA MEDIA PADRE ANGELICO LIPANI;MM;RM1M036008;SCUOLA MEDIA PADRE ANGELICO LIPANI;V.NOMENTANA 954;ROMA;ROMA;00141;P.A.LIPANI@LIBERO.IT;0682000172     ;41.94449;12.56099;0;1
RM1M14800B;SCUOLA MEDIA PIO IX;MM;RM1M14800B;SCUOLA MEDIA PIO IX;VIA DI SANTA PRISCA 8;ROMA;ROMA;00153;SEGRETERIA@ISTITUTOPIOIX.IT;065743797      ;41.88337;12.48333;0;1
RM1M09900B;SCUOLA MEDIA PIO XI;MM;RM1M09900B;SCUOLA MEDIA PIO XI;V.UMBERTIDE 11;ROMA;ROMA;00181;SEGRETERIA@PIOUNDICESIMO.ORG;0678440101     ;41.87418;12.53132;0;1
RM1M087005;SCUOLA MEDIA PIO XII;MM;RM1M087005;SCUOLA MEDIA PIO XII;V.CASILINA 767;ROMA;ROMA;00172;SEGRETERIAPIOXII@MARISTIMEDITERRANEA.COM;062419305      ;41.87601;12.5561;0;1
RM1M129002;SCUOLA MEDIA ROSSELLO;MM;RM1M129002;SCUOLA MEDIA ROSSELLO;V.FLAMINIA 353;ROMA;ROMA;00196;;063240344      ;41.92898;12.46868;0;1
RM1M04100Q;SCUOLA MEDIA S. CHIARA;MM;RM1M04100Q;SCUOLA MEDIA S. CHIARA;VIA C. TROIANI, 90;ROMA;ROMA;00144;legalerappr@gmail.com;06  52200288   ;41.81221;12.44991;0;1
RM1M143008;SCUOLA MEDIA S. GABRIELE;MM;RM1M143008;SCUOLA MEDIA S. GABRIELE;VIA DELLA GIUSTINIANA, 1200;ROMA;ROMA;00189;;06302831       ;41.99967;12.38624;0;1
RM1M074003;SCUOLA MEDIA S. GIOVANNI BATTISTA;MM;RM1M074003;SCUOLA MEDIA S. GIOVANNI BATTISTA;VIA CASALE S. PIO V, 11;ROMA;ROMA;00165;scuolasgb@mclink.it;0666000849     ;41.8922;12.43245;0;1
RM1M079006;SCUOLA MEDIA S. GIOVANNI BATTISTA DE LA SALLE;MM;RM1M079006;SCUOLA MEDIA S. GIOVANNI BATTISTA DE LA SALLE;V.G.B.PAGANO 71;ROMA;ROMA;00167;SEGRETERIA@LASALLEROMA.IT;066622186      ;41.90097;12.42329;0;1
RM1M130006;SCUOLA MEDIA S. GIULIANA FALCONIERI;MM;RM1M130006;SCUOLA MEDIA S. GIULIANA FALCONIERI;V.GUIDUBALDO DAL MONTE 17;ROMA;ROMA;00197;AMMINISTRAZIONE@ISTITUTOFALCONIERI.COM;068070384      ;41.92727;12.4795;0;1
RM1M09700Q;SCUOLA MEDIA S. GIUSEPPE;MM;RM1M09700Q;SCUOLA MEDIA S. GIUSEPPE;V.RABBELLO 15;ROMA;ROMA;00178;secondaria@sangiuseppecab.it;067184277      ;41.84009;12.54825;0;1
RM1M106009;SCUOLA MEDIA S. SISTO VECCHIO;MM;RM1M106009;SCUOLA MEDIA S. SISTO VECCHIO;V.DRUSO 2;ROMA;ROMA;00184;SEGRETERIA@ISTITUTOSANSISTOROMA.IT;0677205175     ;41.88216;12.49798;0;1
RM1M11600X;SCUOLA MEDIA S.GIUSEPPE DE MERODE;MM;RM1M11600X;SCUOLA MEDIA S.GIUSEPPE DE MERODE;V.S.SEBASTIANELLO 3;ROMA;ROMA;00187;SCUOLAMEDIA@SANGIUSEPPEDEMERODE.IT;0669922505     ;41.90679;12.48207;0;1
RM1M028009;SCUOLA MEDIA SACRO CUORE;MM;RM1M028009;SCUOLA MEDIA SACRO CUORE;V.TENUTA S.AGATA 1;ROMA;ROMA;00135;ISTITUTOSACROCUORE@PICCOLEANCELLE.COM;063054767      ;41.93737;12.42874;0;1
RM1M114008;SCUOLA MEDIA SACRO CUORE;MM;RM1M114008;SCUOLA MEDIA SACRO CUORE;P.ZA TRINITA' DEI MONTI 3;ROMA;ROMA;00187;SEGRETERIA@SACROCUORETDM.IT;066792245      ;41.90654;12.48387;0;1
RM1M09300C;SCUOLA MEDIA SACRO CUORE SORELLE DELLA MISERICORDIA;MM;RM1M09300C;SCUOLA MEDIA SACRO CUORE SORELLE DELLA MISERICORDIA;V.A.DA GIUSSANO 89;ROMA;ROMA;00176;SEGRETERIA@SACROCUOREGIUSSANO.IT;0621701549     ;41.88993;12.5348;0;1
RM1M12400V;SCUOLA MEDIA SCUOLA PONTIFICIA PIO IX;MM;RM1M12400V;SCUOLA MEDIA SCUOLA PONTIFICIA PIO IX;VIA DEI CAVALIERI DEL S. SEPOLCRO 1;ROMA;ROMA;00193;SEGRETERIA@SCUOLAPIONONO.ORG;06  68801325   ;41.90191;12.46062;0;1
RM1M03800X;SCUOLA MEDIA SERAPHICUM;MM;RM1M03800X;SCUOLA MEDIA SERAPHICUM;V.DEL SERAFICO 3;ROMA;ROMA;00142;SEGRETERIA@SERAPHICUM.IT;065190102      ;41.82926;12.48221;0;1
RM1M06200R;SCUOLA PARITARIA SEC. PRIMO GRADO VINCENZA ALTAMURA;MM;RM1M06200R;SCUOLA PARITARIA SEC. PRIMO GRADO VINCENZA ALTAMURA;V.DAVID SALINIERI 5;ROMA;ROMA;00154;istituto@scuolaaltamura.it;0651600157     ;41.86479;12.48324;0;1
RMPCQ1500T;SCUOLA PONTIFICIA PIO IX;PC;RMPCQ1500T;SCUOLA PONTIFICIA PIO IX;VIA DEI CAVALIERI DEL SANTO SEPOLCRO 1;ROMA;ROMA;00193;segreteria@scuolapionono.org;0668802655     ;;;0;1
RM1M13900L;SCUOLA SECONDARIA DI I GRADO PARITARIA GIOVANNI PAOLO II;MM;RM1M13900L;SCUOLA SECONDARIA DI I GRADO PARITARIA GIOVANNI PAOLO II;CORSO DUCA DI GENOVA N. 159;ROMA;ROMA;00121;ISTITUTO@ISTITUTOGIOVANNIPAOLO2.IT;065672123      ;41.7342;12.27029;0;1
RM1M128006;SCUOLA SECONDARIA DI I GRADO PARITARIA VILLA FLAMINIA;MM;RM1M128006;SCUOLA SECONDARIA DI I GRADO PARITARIA VILLA FLAMINIA;V.LE DEL VIGNOLA 56;ROMA;ROMA;00196;SEGRETERIA@VILLAFLAMINIA.NET;06322941       ;41.92544;12.46649;0;1
RM1M06900G;SCUOLA SECONDARIA DI I GRADO S. ORSOLA;MM;RM1M06900G;SCUOLA SECONDARIA DI I GRADO S. ORSOLA;VIA LIVORNO 50/A;ROMA;ROMA;00162;SEGRETERIA.ROMA@ORSOLINE.IT;0644246567     ;41.91563;12.52423;0;1
RM1M13300N;SCUOLA SECONDARIA DI I GRADO SAN LEONE MAGNO;MM;RM1M13300N;SCUOLA SECONDARIA DI I GRADO SAN LEONE MAGNO;P.ZA S.COSTANZA 2;ROMA;ROMA;00198;SEGRETERIAROMA@MARISTIMEDITERRANEA.COM;068537041      ;41.92166;12.51601;0;1
RM1M665000;SCUOLA SECONDARIA DI I GRADO ZAVERIA CASSIA;MM;RM1M665000;SCUOLA SECONDARIA DI I GRADO ZAVERIA CASSIA;VIA CORRIDONIA 40;ROMA;ROMA;00156;SEGRETERIA@ZAVERIACASSIA.IT;;41.94126;12.58318;0;1
RM1M13400D;SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE;MM;RM1M13400D;SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE;VIA DALMAZIA 12;ROMA;ROMA;00198;SEGRETERIADALMAZIA@TISCALI.IT;068440211      ;41.91597;12.50671;0;1
RM1M09100R;"SCUOLA SECONDARIA DI PRIMO GRADO PARITARIA ""S.G. BOSCO""";MM;RM1M09100R;"SCUOLA SECONDARIA DI PRIMO GRADO PARITARIA ""S.G. BOSCO""";V.LE PALMIRO TOGLIATTI 167;ROMA;ROMA;00175;;0671546419     ;41.85998;12.56988;0;1
RMMM8FM01X;SEC. I GR I.C. ANTONIO VIVALDI;MM;RMIC8FM00V;"IC ""ANTONIO VIVALDI""";VIA MAR ROSSO, 68;ROMA;ROMA;00122;RMIC8FM00V@istruzione.it;065681124;41.73476;12.29576;1;0
RM1MQH500U;SECONDARIA DI I GRADO PARIT. SANTA PAOLA E. CERIOLI;MM;RM1MQH500U;SECONDARIA DI I GRADO PARIT. SANTA PAOLA E. CERIOLI;VIA CASILINA, 631/633;ROMA;ROMA;00177;DIREZIONE@SCUOLACERIOLI.IT;0645426706     ;;;0;1
RMMM8FA01C;SECONDARIA DI PRIMO GRADO;MM;RMIC8FA00B;IC DOMENICO SAVIO;VIA        CASALE DEL FINOCCHIO, 56;ROMA;ROMA;00132;RMIC8FA00B@istruzione.it;0620764796;41.86051;12.69232;1;0
RMMM8FW01G;SECONDARIA I GRADO R. VILLORESI;MM;RMIC8FW00E;NELSON MANDELA;VIA        DELLA PISANA        306;ROMA;ROMA;00163;RMIC8FW00E@istruzione.it;0666156458;41.87586;12.41446;1;0
RMTA06050X;SERENI - PERC. II LIV.;TA;RMTA06000E;EMILIO SERENI;;ROMA;ROMA;;RMTA06000E@istruzione.it;;41.89622;12.64866;1;0
RMMM8EA01T;SETTEMBRINI;MM;RMIC8EA00R;LUIGI SETTEMBRINI;VIA        SEBENICO            1;ROMA;ROMA;00198;RMIC8EA00R@istruzione.it;068549282;41.91836;12.50656;1;0
RMRI02301C;SISTO V;RI;RMIS02300R;DONATO BRAMANTE;VIA DELLA CECCHINA, 20;ROMA;ROMA;00139;RMIS02300R@istruzione.it;06121123505;41.94672;12.5423;1;0
RMMM8EE015;SMS  CESARE PIVA;MM;RMIC8EE004;IC VIA VAL MAGGIA;VIA VAL DI LANZO,187;ROMA;ROMA;00141;RMIC8EE004@istruzione.it;068108622;41.94493;12.52213;1;0
RMMM8EP01R;SMS  P.LE HEGEL;MM;RMIC8EP00Q;IC GIOVANNI FALCONE;P.LE HEGEL, 6;ROMA;ROMA;00137;RMIC8EP00Q@istruzione.it;0686891611;41.93707;12.55901;1;0
RMMM8F001L;"SMS ""A. TOSCANINI""";MM;RMIC8F000G;I.C. VIA CRIVELLI;VIA A. CRIVELLI, 24;ROMA;ROMA;00151;RMIC8F000G@istruzione.it;065826153;41.8682;12.44541;1;0
RMMM8EC01D;"SMS ""J.J. WINCKELMANN""";MM;RMIC8EC00C;I.C. PIAZZA WINCKELMANN;PIAZZA WINCKELMANN, 20;ROMA;ROMA;00162;RMIC8EC00C@istruzione.it;0686219146;41.92187;12.523;1;0
RMMM8CK01C;"SMS ""LODOVICO PAVONI""";MM;RMIC8CK00B;"IC ""VIA F. LAPARELLI 60""";VIA F. LAPARELLI 60;ROMA;ROMA;00176;RMIC8CK00B@istruzione.it;0624419571;41.87978;12.53959;1;0
RMMM8E901C;SMS BORGHESIANA-PANTANO;MM;RMIC8E900B;I. C. ELISA SCALA;VIA NICOTERA N.15;ROMA;ROMA;00132;RMIC8E900B@istruzione.it;0687642415;41.87127;12.69195;1;0
RMMM8D901T;SMS ESOPO;MM;RMIC8D900R;I.C. VIA VOLSINIO;VIA VOLSINIO, 23;ROMA;ROMA;00199;RMIC8D900R@istruzione.it;0694528968;41.92378;12.50866;1;0
RMMM8EX01R;SMS FERRUCCIO PARRI;MM;RMIC8EX00Q;IC OLCESE;LARGO APPIO CHIEREGATTI, 10;ROMA;ROMA;00155;RMIC8EX00Q@istruzione.it;062286617;41.88794;12.59034;1;0
RMMM8E301D;SMS GIOVANNI VERGA;MM;RMIC8E300C;LARGO COCCONI;VIA G. GUSSONE, 5;ROMA;ROMA;00171;RMIC8E300C@istruzione.it;062593492;41.89173;12.56386;1;0
RMMM8F101C;SMS LARGO DINO BUZZATI;MM;RMIC8F100B;I.C. LARGO DINO BUZZATI;LARGO DINO BUZZATI, 13;ROMA;ROMA;00144;RMIC8F100B@istruzione.it;0645419421;41.81719;12.47533;1;0
RMMM8GR01N;SMS PABLO NERUDA;MM;RMIC8GR00L;IC PABLO NERUDA;VIA CASAL DEL MARMO, 216;ROMA;ROMA;00135;RMIC8GR00L@istruzione.it;0699180127;41.95475;12.40213;1;0
RMMM8EK01N;SMS STEFANIA QUARANTA;MM;RMIC8EK00L;ANNA FRAENTZEL CELLI;VIA F. FIORENTINI, 48;ROMA;ROMA;00159;RMIC8EK00L@istruzione.it;;41.90961;12.55497;1;0
RMMM8GC01P;SMS VIA AMULIO, 4;MM;RMIC8GC00N;"""GIOVANNI CAGLIERO""";VIA AMULIO 4;ROMA;ROMA;00181;RMIC8GC00N@istruzione.it;067803252;41.87192;12.53168;1;0
RMMM8EH01L;SMS VIA CECCO ANGIOLIERI;MM;RMIC8EH00G;IC VIA SAVINIO;VIA CECCO ANGIOLIERI, 15;ROMA;ROMA;00137;RMIC8EH00G@istruzione.it;0687137123;41.94578;12.54401;1;0
RMMM8ES01N;SMS VIA CORINALDO;MM;RMIC8ES00L;MAHATMA GANDHI;VIA CORINALDO, 41;ROMA;ROMA;00156;RMIC8ES00L@istruzione.it;064112298;41.94671;12.60103;1;0
RMMM8GF016;SMS VIA DELLA SETA;MM;RMIC8GF005;IC VIA DEL CALICE;;ROMA;ROMA;;RMIC8GF005@istruzione.it;;41.92283;12.50143;1;0
RMMM8GY01T;SMS VIA DELLE VIGNE;MM;RMIC8GY00R;IC SANTA BEATRICE;VIA DELLE VIGNE, 190;ROMA;ROMA;00148;RMIC8GY00R@istruzione.it;066556459;41.84657;12.42051;1;0
RMMM8FC014;SMS VIA DI TORRENOVA;MM;RMIC8FC003;IC VIA MEROPE;VIA DI TORRENOVA, 147;ROMA;ROMA;00133;RMIC8FC003@istruzione.it;0620686518;41.87398;12.61879;1;0
RMMM8GA013;SMS VIA L. LEONARDI;MM;RMIC8GA002;IC VIA P. STABILINI;VIA LIBERO LEONARDI, 178;ROMA;ROMA;00173;RMIC8GA002@istruzione.it;067219020;41.85325;12.59339;1;0
RMMM8FE01Q;SMS VIA MACINGHI STROZZI;MM;RMIC8FE00P;IC PIAZZA DAMIANO SAULI;VIA MACINGHI STROZZI, 51;ROMA;ROMA;00154;RMIC8FE00P@istruzione.it;0695955042;41.86003;12.48692;1;0
RMMM8E4019;SMS VIA MARELLI;MM;RMIC8E4008;IC NICOLA CALIPARI;VIA ERCOLE MARELLI, 19;ROMA;ROMA;00133;RMIC8E4008@istruzione.it;062054109;41.85968;12.64466;1;0
RMMM8FG01B;SMS VIA R. GIGLIOZZI;MM;RMIC8FG00A;IC VIA SANTI SAVARINO;VIA ROMOLO GIGLIOZZI 35;ROMA;ROMA;00128;RMIC8FG00A@istruzione.it;0650804020;41.77737;12.4338;1;0
RMMM8G301P;SMS VIA S. BORGIA;MM;RMIC8G300N;IC ROSETTA ROSSI;VIA STEFANO BORGIA 110;ROMA;ROMA;00168;RMIC8G300N@istruzione.it;063070987;41.9176;12.41481;1;0
RMMM8E801L;SMS VIA S.B. PLATANI;MM;RMIC8E800G;FRANCESCA MORVILLO;VIA SAN BIAGIO PLATANI, 248;ROMA;ROMA;00133;RMIC8E800G@istruzione.it;062006685;41.87325;12.64658;1;0
RMMM8GD01E;SMS VIA SIBARI, 5;MM;RMIC8GD00D;IC ALESSANDRO MANZONI;VIA SIBARI, 5;ROMA;ROMA;00183;RMIC8GD00D@istruzione.it;0670495474;41.88216;12.50369;1;0
RMMM8ER01C;SMS VIA T. BUAZZELLI;MM;RMIC8ER00B;IC VIA N.M. NICOLAI;VIA TINO BUAZZELLI, 120;ROMA;ROMA;00137;RMIC8ER00B@istruzione.it;06824430;41.94327;12.56828;1;0
RMMM8EL01D;SMS VIA TEDESCHI;MM;RMIC8EL00C;IC VIA TEDESCHI;VIA TEDESCHI, 85;ROMA;ROMA;00159;RMIC8EL00C@istruzione.it;;41.91285;12.53694;1;0
RMMM8E6011;SMS VIA V. PONTI;MM;RMIC8E600X;IC ANTONIO MONTINARO;VIA VITALIANO PONTI 30;ROMA;ROMA;00169;RMIC8E600X@istruzione.it;0623236761;41.86938;12.57827;1;0
RMMM8FK018;"SMS""GIULIANO DA SANGALLO""";MM;RMIC8FK007;IC VIA GIULIANO DA SANGALLO;VIA GIULIANO DA SANGALLO, 11;ROMA;ROMA;00121;RMIC8FK007@istruzione.it;065691345;41.7323;12.27326;1;0
RMPC180004;SOCRATE;PC;RMPC180004;SOCRATE;V.         PADRE REGINALDO GIULIANI 15;ROMA;ROMA;00154;RMPC180004@istruzione.it;06121125465;41.86646;12.49308;1;0
RM1MLB500C;ST. PHILIP SCHOOL;MM;RM1MLB500C;ST. PHILIP SCHOOL;Via Appia Nuova 254;ROMA;ROMA;00183;;0670613374     ;;;0;1
RMRC11101A;STENDHAL;RC;RMIS11100B;VIA C. EMERY, 97;VIA CASSIA 726/734;ROMA;ROMA;00189;RMIS11100B@istruzione.it;06121128465;41.96483;12.44429;1;0
RM1M07200B;SUORE OBLATE SACRA FAMIGLIA;MM;RM1M07200B;SUORE OBLATE SACRA FAMIGLIA;V.DEI CARRARESI 3;ROMA;ROMA;00164;oblatesacrafamiglia@gmail.com;066638795      ;41.88294;12.42329;0;1
RMMM8B6015;SVEVO;MM;RMIC8B6004;"""RITA LEVI MONTALCINI""";VIA        SALVIOLI            20;ROMA;ROMA;00175;RMIC8B6004@istruzione.it;0671544654;41.86073;12.56631;1;0
RMPMT1500R;San Gabriele;PM;RMPMT1500R;San Gabriele;VIA DELLA GIUSTINIANA, 1200;ROMA;ROMA;00123;ISTITUTOSANGABRIELE@GMAIL.COM;06302831       ;41.98413;12.4169;0;1
RM1M17500P;Scuola Sec. I Gr. Acorn International school ;MM;RM1M17500P;Scuola Sec. I Gr. Acorn International school ;Via della Giustiniana 1200;ROMA;ROMA;00189;info@acornhouse.school;;;;0;1
RMPC220009;TACITO;PC;RMPC220009;TACITO;VIA        GIORDANO BRUNO 4;ROMA;ROMA;00195;RMPC220009@istruzione.it;06121123858;41.91071;12.45287;1;0
RMPC250005;TASSO;PC;RMPC250005;TASSO;VIA        SICILIA 168;ROMA;ROMA;00187;RMPC250005@istruzione.it;06121128305;41.91027;12.4975;1;0
RMTD11801C;TECNICO - LUIGI EINAUDI;TD;RMIS118006;L.EINAUDI;VIA SANTA MARIA ALLE FORNACI, 1;ROMA;ROMA;00165;RMIS118006@istruzione.it;06121128585;41.89785;12.45611;1;0
RMTD01301C;"TECNICO COMMERCIALE ""LEONARDO DA VINCI""";TD;RMIS013006;ISTITUTO DI ISTRUZIONE LEONARDO DA VINCI;VIA CAVOUR, 258;ROMA;ROMA;00184;RMIS013006@istruzione.it;06121128185;41.89406;12.49094;1;0
RMMM8CU014;TEODORO MOMMSEN;MM;RMIC8CU003;"""VIA TEODORO MOMMSEN, 20""";LARGO PIETRO TACCHI VENTURI, 5;ROMA;ROMA;00179;RMIC8CU003@istruzione.it;06787849;41.86763;12.52689;1;0
RMPC23000X;TERENZIO MAMIANI;PC;RMPC23000X;TERENZIO MAMIANI;VIALE DELLE MILIZIE, 30;ROMA;ROMA;00192;RMPC23000X@istruzione.it;061211124145;41.9126;12.46317;1;0
RMMM8B1012;TRIGORIA;MM;RMIC8B1001;MARTA RUSSO;;ROMA;ROMA;00128;RMIC8B1001@istruzione.it;;41.90035;12.49762;1;0
RMPS450002;TULLIO LEVI-CIVITA D.P.R.;PS;RMPS450002;TULLIO LEVI-CIVITA D.P.R.;VIA TORRE ANNUNZIATA, 11-13;ROMA;ROMA;00177;RMPS450002@istruzione.it;06121122455;41.89055;12.54887;1;0
RMTD55500T;TUSCOLANO;TD;RMTD55500T;TUSCOLANO;VIA MAIA 19;ROMA;ROMA;00175;segreteria@itctuscolano.it;0676961242     ;41.86539;12.54725;0;1
RMMM80801G;U. FOSCOLO;MM;RMIC80800E;I.C. REGINA MARGHERITA;VIA MADONNA DELL'ORTO 2;ROMA;ROMA;00153;RMIC80800E@istruzione.it;0658390881;41.88654;12.4752;1;0
RMMM8FH017;U. NISTRI;MM;RMIC8FH006;DAVID SASSOLI;VIA A. RENZINI, 50;ROMA;ROMA;00128;RMIC8FH006@istruzione.it;065070707;41.78091;12.44443;1;0
